timestamp,frontend_request_rate,frontend_p95_latency_ms,frontend_error_rate,catalogue_cpu_usage,catalogue_memory_usage,orders_cpu_usage,orders_memory_usage,payment_cpu_usage,pod_restart_count,label
2026-06-01 10:00:00,85.76179269938608,119.51910531538334,0.009341495999747476,0.3706123043938451,0.5536669623028299,0.3374284206626833,0.47140971067462517,0.2700774359408098,0.0,0
2026-06-01 10:00:30,82.74903470142377,126.26828522739153,0.013442366710627367,0.36510280635715403,0.5611743671616833,0.36526547448522106,0.4815009030898262,0.2598557909530536,0.0,0
2026-06-01 10:01:00,87.5736927269574,109.85192730053464,0.006437258280098975,0.40760623870038404,0.5599260687776342,0.29847640334728004,0.4626503863128835,0.27805528839350624,0.0,0
2026-06-01 10:01:30,88.39669642365457,114.39831888930112,0.017754821929436924,0.3976732955345515,0.5650356983828521,0.3514734976980067,0.4822949175876274,0.2488658127606499,0.0,0
2026-06-01 10:02:00,81.51414303796605,117.89068360780485,0.011423889359781295,0.3992402668198236,0.5517711038182425,0.32822109437859354,0.4699973764706286,0.2457875584277806,0.0,0
2026-06-01 10:02:30,83.48103300951351,130.4315615316064,0.013160161585934142,0.4128686962405799,0.5558835056173929,0.343192212785749,0.47618492655752837,0.2961593511846873,0.0,0
2026-06-01 10:03:00,87.3987179160958,125.15534534931615,0.021303119167526738,0.44310238791736256,0.5588273436901333,0.30073559600100747,0.4943335621673221,0.2909696694443305,0.0,0
2026-06-01 10:03:30,86.62861247513773,128.19118032310016,0.018065760402357616,0.3637492438655973,0.554835734266722,0.3585215675879588,0.4877546840858899,0.2649867201211934,0.0,0
2026-06-01 10:04:00,87.71437066440927,119.26066780907483,0.010773737514851769,0.38324746289323197,0.5488154950172025,0.3479391693148229,0.4892087987857027,0.28098349922409244,0.0,0
2026-06-01 10:04:30,85.95756012481553,119.96462652239643,0.009627119260518563,0.3874498681473554,0.5500376875624524,0.3347504690925955,0.4614302072556507,0.2966337786178164,0.0,0
2026-06-01 10:05:00,90.61869637041376,128.3954311634756,0.010697819953921873,0.38520645539665166,0.5446605672053256,0.34871303554418365,0.5050235873614717,0.28954961424909526,0.0,0
2026-06-01 10:05:30,90.6905457727315,127.03429033616365,0.014039592993906143,0.38307989714808793,0.5599739393013722,0.3249514142520351,0.4689737824970002,0.28705938708320516,0.0,0
2026-06-01 10:06:00,89.23244317466104,130.06495366968505,0.011579103462996516,0.39901044343155145,0.5542285247549372,0.32990691061331945,0.5019138676674991,0.3016016228614084,0.0,0
2026-06-01 10:06:30,92.20181448531086,126.95232568756113,0.010419023419986113,0.38440340193213535,0.5478395925262255,0.33357655429419675,0.4961236447476889,0.27730487121874603,0.0,0
2026-06-01 10:07:00,90.86348898348902,129.84120676241918,0.01786872500283617,0.4141990563828269,0.5482904128926377,0.31012447662886955,0.4910862267177713,0.28921536079274046,0.0,0
2026-06-01 10:07:30,87.8517688427919,129.79059542452555,0.011543160432888652,0.410930569785715,0.5421508432852961,0.3605116528956606,0.47419060130822566,0.2897501190639066,0.0,0
2026-06-01 10:08:00,91.2210696025383,133.42738370162232,0.021198356372149278,0.4204536718197381,0.5688585074263114,0.36794464826694645,0.4865606856921442,0.2873781019019336,0.0,0
2026-06-01 10:08:30,88.19472253263498,134.1005136721958,0.012362970255008692,0.4226906863377334,0.5584910149467167,0.3353354504777882,0.4793806783471518,0.28691043897893936,0.0,0
2026-06-01 10:09:00,93.0739782761929,122.48077456930568,0.01914127357689891,0.42612123849922856,0.5476275051321211,0.3556569169016304,0.485669211769397,0.2945315654212978,0.0,0
2026-06-01 10:09:30,91.03179997579095,119.84556377915757,0.013429277690842508,0.4102183276567096,0.5681153946744044,0.34600334522295667,0.4826100806770933,0.29510816395682377,0.0,0
2026-06-01 10:10:00,90.96572018800224,136.57890396261524,0.01585184229299779,0.4567478378285984,0.5521172695147947,0.35804831180178553,0.46143177740934915,0.28103351739197824,0.0,0
2026-06-01 10:10:30,89.98898220257873,137.98297638076912,0.009101555793929102,0.42436759647820926,0.5423925023071017,0.3421601399761444,0.49964174969931396,0.3079903669929606,0.0,0
2026-06-01 10:11:00,95.00293705127504,127.40073557069526,0.008584963109650352,0.3881547766802935,0.5719509571942635,0.3388312657133724,0.4854909072704968,0.2841169419096323,0.0,0
2026-06-01 10:11:30,91.8070742982145,123.64893937336758,0.01383882382005995,0.40511762459652717,0.5536747357466916,0.37490433796535994,0.4809289949536298,0.29571832378988566,0.0,0
2026-06-01 10:12:00,91.36062869936617,133.8717809636291,0.015954212969861263,0.393259635726143,0.5556344556399347,0.35600757074162886,0.48030356968766963,0.2955918664010151,0.0,0
2026-06-01 10:12:30,91.7801105549692,138.44299110789424,0.012161026008001851,0.4262746899118622,0.561454390975182,0.3947001832713115,0.4916083354037291,0.30565522830198816,0.0,0
2026-06-01 10:13:00,94.21088049995059,143.17216617709258,0.006854426659665212,0.4250881511834433,0.5750878345530693,0.3602341170466306,0.4768594331935249,0.27185297498122624,0.0,0
2026-06-01 10:13:30,94.00378010465967,137.1437937592563,0.006558966534842692,0.4201093571003066,0.5620311984400135,0.34378144499243857,0.46079839393138994,0.3148334171840103,0.0,0
2026-06-01 10:14:00,94.32220725454039,133.06409282306228,0.0062914543912550355,0.46593892437651174,0.5478126937785313,0.383536814403599,0.4930202905000153,0.29368363803563136,0.0,0
2026-06-01 10:14:30,94.55753346908398,130.79921262289136,0.004929511548242476,0.4407645775027699,0.5691372408986332,0.3737568077624497,0.49463638054167314,0.3210014099731358,0.0,0
2026-06-01 10:15:00,99.01437304002053,135.64571372647316,0.01243794143778835,0.4450312947331003,0.5571966354823861,0.3763849817357576,0.48628209288621954,0.2979467072081514,0.0,0
2026-06-01 10:15:30,92.81343838762773,134.3967331520344,0.0165001756868321,0.4162175327885778,0.5860744821078225,0.38557819186256886,0.4751714284640325,0.30463409351408094,0.0,0
2026-06-01 10:16:00,92.70733364031283,131.1029533047409,0.011946336852300765,0.4159430347339918,0.5638058368495443,0.35318936902573406,0.49028007549968405,0.33274476641292466,0.0,0
2026-06-01 10:16:30,92.10102275580633,146.68759649188323,0.0029583409706485913,0.43547522644230124,0.537395633899406,0.36338671332039485,0.4719029848296969,0.3026590833825927,0.0,0
2026-06-01 10:17:00,95.81178710210662,145.61515139256284,0.011236958158661806,0.4387451597877473,0.5688980443979991,0.3632730957615591,0.47741300932783537,0.32443125256809996,0.0,0
2026-06-01 10:17:30,97.21935693966131,142.5947105919235,0.011348804013469571,0.4029679490390943,0.5883351735071228,0.3437511933748143,0.48099162476195007,0.3081343360293402,0.0,0
2026-06-01 10:18:00,94.22569651881435,132.51476530426712,0.02038399500090176,0.4338178645664176,0.5842980217847219,0.3628082031119093,0.5003852543988168,0.31385812427591503,0.0,0
2026-06-01 10:18:30,92.51222576697687,141.57780714837614,0.006171448348321775,0.4379289992480222,0.587741964559394,0.3921179150386988,0.4861623439909671,0.309429888089292,0.0,0
2026-06-01 10:19:00,92.64175422353186,140.66345512045746,0.010437289589603218,0.43434505859267947,0.553913396258143,0.3727868721820891,0.4853926153804961,0.32068175181924163,0.0,0
2026-06-01 10:19:30,96.40795797689981,139.81938493422876,0.018823410722178257,0.4240478286217882,0.5774727381952844,0.34467827613548047,0.514474249813977,0.29952846144940953,0.0,0
