rank,kpi,similarity,causality_raw,causality,score
1,cpu__paymentservice,0.7777777777777778,0.19824256799808798,0.0005841962143540072,0.7000584196214354
2,memory__paymentservice,0.45454545454545453,4.7347621539168125,0.013952755728081091,0.41048618466371717
3,fs_reads__paymentservice,0.3333333333333333,0.16264864678097174,0.0004793053514125292,0.3000479305351412
4,fs_writes__redis-cart,0.23076923076923078,253.67558713644002,0.7475504336715799,0.28244735105946567
5,memory__shippingservice,0.14285714285714285,339.3424385971086,1.0,0.22857142857142854
6,memory__frontend,0.14285714285714285,18.632826299526396,0.054908623797710755,0.13406229095119962
7,cpu__checkoutservice,0.14285714285714285,16.039424727650324,0.04726619162035747,0.1332980477334643
8,cpu__loadgenerator,0.14285714285714285,9.851488856202376,0.029031113517454157,0.13147453992317398
9,cpu__currencyservice,0.14285714285714285,1.1908371349846816,0.0035092490638889053,0.12892235347781744
10,memory__recommendationservice,0.14285714285714285,1.013331772393465,0.0029861628170727104,0.12887004485313583
11,cpu__redis-cart,0.14285714285714285,0.7481910567547145,0.002204826074356765,0.12879191117886424
12,cpu__adservice,0.14285714285714285,0.7007569017689189,0.002065043513761352,0.1287779329228047
13,memory__adservice,0.14285714285714285,0.3179029716349911,0.0009368205549215966,0.1286651106269207
14,memory__productcatalogservice,0.14285714285714285,0.1029519195444283,0.0003033865141361235,0.12860176722284217
15,cpu__productcatalogservice,0.06666666666666667,28.623038302707425,0.08434853719163234,0.06843485371916323
16,cpu__recommendationservice,0.06666666666666667,5.347813554050636,0.015759342026771782,0.06157593420267717
17,cpu__cartservice,0.06666666666666667,2.016572758808867,0.005942589341744801,0.06059425893417448
18,memory__loadgenerator,0.06666666666666667,0.9478846705820445,0.002793298340463217,0.06027932983404632
19,memory__redis-cart,0.06666666666666667,0.5842135313209598,0.001721604682680375,0.06017216046826804
20,cpu__shippingservice,0.06666666666666667,0.3932105842649417,0.001158742731650459,0.060115874273165046
21,memory__emailservice,0.06666666666666667,0.28624263669863614,0.0008435214819637803,0.06008435214819637
22,cpu__frontend,0.06666666666666667,0.01860368419146492,5.4822745626439414e-05,0.06000548227456264
23,cpu__emailservice,0.06666666666666667,0.012892925773968198,3.799385018646487e-05,0.060003799385018645
24,fs_reads__frontend,0.06666666666666667,0.0,0.0,0.06
25,fs_reads__productcatalogservice,0.06666666666666667,0.0,0.0,0.06
26,memory__checkoutservice,0.0,72.15903099235182,0.21264369788426063,0.02126436978842606
27,memory__cartservice,0.0,0.93047334060185,0.0027419893145359696,0.0002741989314535969
28,memory__currencyservice,0.0,0.31413938653615686,0.0009257297372968001,9.257297372968e-05
