rank,method,kpi,similarity,causality_raw,causality,score
1,similarity_only,cpu__paymentservice,0.7777777777777778,0.19824256799808798,0.0005841962143540072,0.7777777777777778
2,similarity_only,memory__paymentservice,0.45454545454545453,4.7347621539168125,0.013952755728081091,0.45454545454545453
3,similarity_only,fs_reads__paymentservice,0.3333333333333333,0.16264864678097174,0.0004793053514125292,0.3333333333333333
4,similarity_only,fs_writes__redis-cart,0.23076923076923078,253.67558713644002,0.7475504336715799,0.23076923076923078
5,similarity_only,memory__shippingservice,0.14285714285714285,339.3424385971086,1.0,0.14285714285714285
6,similarity_only,memory__frontend,0.14285714285714285,18.632826299526396,0.054908623797710755,0.14285714285714285
7,similarity_only,cpu__checkoutservice,0.14285714285714285,16.039424727650324,0.04726619162035747,0.14285714285714285
8,similarity_only,cpu__loadgenerator,0.14285714285714285,9.851488856202376,0.029031113517454157,0.14285714285714285
9,similarity_only,cpu__currencyservice,0.14285714285714285,1.1908371349846816,0.0035092490638889053,0.14285714285714285
10,similarity_only,memory__recommendationservice,0.14285714285714285,1.013331772393465,0.0029861628170727104,0.14285714285714285
11,similarity_only,cpu__redis-cart,0.14285714285714285,0.7481910567547145,0.002204826074356765,0.14285714285714285
12,similarity_only,cpu__adservice,0.14285714285714285,0.7007569017689189,0.002065043513761352,0.14285714285714285
13,similarity_only,memory__adservice,0.14285714285714285,0.3179029716349911,0.0009368205549215966,0.14285714285714285
14,similarity_only,memory__productcatalogservice,0.14285714285714285,0.1029519195444283,0.0003033865141361235,0.14285714285714285
15,similarity_only,cpu__productcatalogservice,0.06666666666666667,28.623038302707425,0.08434853719163234,0.06666666666666667
16,similarity_only,cpu__recommendationservice,0.06666666666666667,5.347813554050636,0.015759342026771782,0.06666666666666667
17,similarity_only,cpu__cartservice,0.06666666666666667,2.016572758808867,0.005942589341744801,0.06666666666666667
18,similarity_only,memory__loadgenerator,0.06666666666666667,0.9478846705820445,0.002793298340463217,0.06666666666666667
19,similarity_only,memory__redis-cart,0.06666666666666667,0.5842135313209598,0.001721604682680375,0.06666666666666667
20,similarity_only,cpu__shippingservice,0.06666666666666667,0.3932105842649417,0.001158742731650459,0.06666666666666667
21,similarity_only,memory__emailservice,0.06666666666666667,0.28624263669863614,0.0008435214819637803,0.06666666666666667
22,similarity_only,cpu__frontend,0.06666666666666667,0.01860368419146492,5.4822745626439414e-05,0.06666666666666667
23,similarity_only,cpu__emailservice,0.06666666666666667,0.012892925773968198,3.799385018646487e-05,0.06666666666666667
24,similarity_only,fs_reads__frontend,0.06666666666666667,0.0,0.0,0.06666666666666667
25,similarity_only,fs_reads__productcatalogservice,0.06666666666666667,0.0,0.0,0.06666666666666667
26,similarity_only,memory__checkoutservice,0.0,72.15903099235182,0.21264369788426063,0.0
27,similarity_only,memory__cartservice,0.0,0.93047334060185,0.0027419893145359696,0.0
28,similarity_only,memory__currencyservice,0.0,0.31413938653615686,0.0009257297372968001,0.0
